hour,temperature,water
15,27,62.36
15,28,65.21
15,29,69.17
15,30,71.13
15,31,74.29
15,32,76.94
15,33,79.7
15,34,81.96
15,35,85.81
15,36,88.67
15,37,90.63
15,38,95.29
15,39,96.44
15,40,100.8
15,5,0.2
15,6,2.86
15,7,5.91
15,8,8.57
15,9,10.63
15,10,13.99
15,11,17.04
15,12,20.8
15,13,23.76
15,14,25.01
15,15,29.47
15,16,30.73
15,17,33.69
15,18,37.44
15,19,39.2
15,20,43.06
15,21,45.41
15,22,48.87
15,23,50.93
15,24,54.89
15,25,58.14
15,26,60.7
15,27,62.76
15,28,66.41
15,29,69.47
15,30,70.53
15,31,74.49
15,32,76.14
15,33,79.1
15,34,83.36
15,35,85.21
15,36,88.47
15,37,90.83
15,38,93.89
15,39,97.44
15,40,99.8
15,5,0.5
15,6,3.86
15,7,4.81
15,8,8.47
15,9,11.03
15,10,15.09
15,11,16.14
15,12,19.7
15,13,23.06
15,14,24.81
15,15,29.07
15,16,32.03
15,17,34.99
15,18,37.14
15,19,39.7
15,20,41.96
15,21,45.51
15,22,48.47
15,23,52.03
15,24,54.49
15,25,56.34
15,26,59.6
15,27,63.16
15,28,66.71
15,29,68.37
15,30,71.43
15,31,74.99
15,32,77.74
15,33,80.3
15,34,83.56
15,35,86.71
15,36,87.67
15,37,91.73
15,38,94.89
15,39,97.24
15,40,100.4
15,5,0.8
15,6,3.66
15,7,6.01
15,8,8.77
15,9,10.73
15,10,14.19
15,11,18.14
15,12,19.1
15,13,23.06
15,14,25.01
15,15,29.37
15,16,31.73
15,17,34.69
15,18,37.84
15,19,40.9
15,20,43.26
15,21,44.91
15,22,47.97
15,23,50.93
15,24,54.39
15,25,57.74
15,26,60.6
15,27,62.06
15,28,64.91
15,29,68.47
15,30,70.63
15,31,73.69
15,32,77.84
15,33,80.5
15,34,82.46
15,35,85.41
15,36,88.17
15,37,91.13
15,38,94.69
15,39,97.74
15,40,100.7
16,5,0.8
16,6,2.46
16,7,5.11
16,8,8.27
16,9,11.13
16,10,13.59
16,11,18.14
16,12,20.3
16,13,23.16
16,14,26.11
16,15,29.17
16,16,32.03
16,17,34.79
16,18,36.34
16,19,40.8
16,20,42.96
16,21,45.01
16,22,48.57
16,23,52.43
16,24,53.89
16,25,56.74
16,26,60.6
16,27,62.76
16,28,65.11
16,29,67.97
16,30,71.53
16,31,73.69
16,32,76.94
16,33,79.7
16,34,82.96
16,35,84.81
16,36,89.37
16,37,92.13
16,38,93.79
16,39,98.14
16,40,99
16,5,0.5
16,6,1.96
16,7,5.21
16,8,8.17
16,9,11.93
16,10,14.89
16,11,17.44
16,12,20.3
16,13,23.86
16,14,25.51
16,15,28.97
16,16,32.13
16,17,34.49
16,18,37.14
16,19,40.9
16,20,43.06
16,21,45.31
16,22,49.07
16,23,50.53
16,24,53.69
16,25,57.34
16,26,59.9
16,27,62.36
16,28,66.01
16,29,69.47
16,30,71.63
16,31,74.09
16,32,76.34
16,33,80.7
16,34,83.16
16,35,85.41
16,36,88.87
16,37,92.43
16,38,94.19
16,39,97.64
16,40,99.3
16,5,0.5
16,6,3.86
16,7,5.71
16,8,8.37
16,9,12.13
16,10,14.09
16,11,17.74
16,12,20.4
16,13,22.86
16,14,26.11
16,15,28.17
16,16,32.03
16,17,34.99
16,18,38.14
16,19,39.5
16,20,42.36
16,21,45.71
16,22,49.57
16,23,51.33
16,24,53.59
16,25,56.64
16,26,59.8
16,27,63.56
16,28,65.21
16,29,68.57
16,30,72.03
16,31,74.09
16,32,77.14
16,33,80.3
16,34,83.06
16,35,85.01
16,36,88.77
16,37,91.63
16,38,93.59
16,39,96.64
16,40,100.5
16,5,0.5
16,6,2.96
16,7,6.11
16,8,9.27
16,9,12.23
16,10,15.19
16,11,16.34
16,12,19.5
16,13,21.96
16,14,26.01
16,15,29.17
16,16,31.43
16,17,35.19
16,18,36.64
16,19,40.9
16,20,43.76
16,21,45.41
16,22,48.67
16,23,52.43
16,24,53.99
16,25,58.04
16,26,60.1
16,27,63.16
16,28,66.61
16,29,69.57
16,30,70.63
16,31,74.39
16,32,76.14
16,33,79.2
16,34,83.66
16,35,85.91
16,36,88.87
16,37,92.33
16,38,93.69
16,39,96.74
16,40,100.4
16,5,0.4
16,6,3.06
16,7,5.81
16,8,8.47
16,9,11.53
16,10,13.79
16,11,16.64
16,12,21
16,13,21.86
16,14,26.11
16,15,27.57
16,16,30.43
16,17,34.09
16,18,37.84
16,19,39.3
16,20,43.36
16,21,46.11
16,22,48.87
16,23,51.53
16,24,53.29
16,25,57.94
16,26,60.8
16,27,63.56
16,28,66.11
16,29,68.27
16,30,71.43
16,31,74.69
16,32,77.84
16,33,80.5
16,34,82.36
16,35,86.01
16,36,88.17
16,37,91.43
16,38,93.89
16,39,96.84
16,40,101
16,5,0.7
16,6,2.06
16,7,4.71
16,8,9.37
16,9,10.53
16,10,14.69
16,11,17.34
16,12,19.1
16,13,21.86
16,14,25.21
16,15,27.77
16,16,32.13
16,17,35.29
16,18,37.64
16,19,40.6
16,20,41.96
16,21,44.71
16,22,48.47
16,23,52.23
16,24,54.89
16,25,56.64
16,26,59.5
16,27,63.06
16,28,66.61
16,29,69.07
16,30,70.43
16,31,74.59
16,32,77.44
16,33,79.1
16,34,83.86
16,35,86.41
16,36,87.97
16,37,90.43
16,38,95.19
16,39,97.94
16,40,99.1
16,5,0.3
16,6,2.46
16,7,5.21
16,8,8.97
16,9,11.33
16,10,14.19
16,11,18.04
16,12,19
16,13,22.96
16,14,26.51
16,15,28.27
16,16,32.03
16,17,33.59
16,18,37.54
16,19,39.9
16,20,43.36
16,21,46.41
16,22,47.67
16,23,50.53
16,24,53.49
16,25,57.04
16,26,59.3
16,27,62.26
16,28,65.31
16,29,68.87
16,30,71.73
16,31,74.29
16,32,76.94
16,33,79.7
16,34,82.66
16,35,86.11
16,36,89.27
16,37,91.03
16,38,93.29
16,39,96.64
16,40,99.6
16,5,0.8
16,6,2.16
16,7,5.11
16,8,8.97
16,9,10.63
16,10,14.29
16,11,17.94
16,12,20.8
16,13,22.66
16,14,26.51
16,15,29.57
16,16,30.83
16,17,35.09
16,18,37.24
16,19,40
16,20,41.96
16,21,45.61
16,22,49.07
16,23,50.93
16,24,55.19
16,25,57.64
16,26,59.2
16,27,62.66
16,28,65.11
16,29,68.07
16,30,72.33
16,31,74.89
16,32,77.24
16,33,79.4
16,34,82.86
16,35,85.21
16,36,88.87
16,37,91.33
16,38,94.79
16,39,97.44
16,40,100.1
16,5,0.2
16,6,2.96
16,7,6.61
16,8,9.07
16,9,11.83
16,10,13.79
16,11,17.34
16,12,20.7
16,13,22.06
16,14,25.81
16,15,27.87
16,16,31.63
16,17,33.89
16,18,37.24
16,19,39.6
16,20,43.06
16,21,46.01
16,22,49.37
16,23,51.23
16,24,54.19
16,25,57.14
16,26,60.1
16,27,63.16
16,28,65.01
16,29,68.67
16,30,71.83
16,31,73.69
16,32,76.74
16,33,80.7
16,34,82.66
16,35,85.91
16,36,87.57
16,37,91.53
16,38,93.49
16,39,96.94
16,40,99.4
16,5,0.9
16,6,3.36
16,7,6.41
16,8,8.97
16,9,11.73
16,10,14.39
16,11,16.64
16,12,19
16,13,22.96
16,14,26.61
16,15,28.37
16,16,30.93
16,17,34.69
16,18,36.94
16,19,41
16,20,42.86
16,21,45.71
16,22,48.67
16,23,51.83
16,24,54.39
16,25,57.44
16,26,59.2
16,27,62.36
16,28,64.81
16,29,67.97
16,30,71.43
16,31,73.59
16,32,77.54
16,33,79.3
16,34,83.06
16,35,86.41
16,36,89.47
16,37,91.83
16,38,95.09
16,39,98.04
16,40,100.1
17,5,0.7
17,6,3.16
17,7,5.11
17,8,9.57
17,9,11.13
17,10,14.39
17,11,16.34
17,12,19.2
17,13,22.46
17,14,25.31
17,15,29.27
17,16,31.03
17,17,33.29
17,18,37.94
17,19,40.4
17,20,43.16
17,21,46.01
17,22,49.07
17,23,50.83
17,24,54.69
17,25,56.34
17,26,60.8
17,27,61.86
17,28,66.41
17,29,68.97
17,30,70.93
17,31,75.09
17,32,76.44
17,33,80.4
17,34,83.06
17,35,86.71
17,36,89.07
17,37,92.33
17,38,93.69
17,39,97.04
17,40,101
17,5,0.8
17,6,2.96
17,7,5.71
17,8,9.17
17,9,12.33
17,10,13.79
17,11,17.54
17,12,20.6
17,13,23.06
17,14,25.91
17,15,27.57
17,16,31.13
17,17,34.09
17,18,37.34
17,19,40.2
17,20,42.76
17,21,46.21
17,22,48.07
17,23,51.73
17,24,54.69
17,25,58.04
17,26,60.6
17,27,63.56
17,28,65.51
17,29,68.77
17,30,70.63
17,31,75.09
17,32,76.54
17,33,79.7
17,34,82.76
17,35,86.61
17,36,89.17
17,37,91.93
17,38,93.39
17,39,97.44
17,40,100.2
17,5,0.4
17,6,3.76
17,7,6.01
17,8,8.77
17,9,10.43
17,10,13.99
17,11,16.24
17,12,19.7
17,13,23.46
17,14,24.91
17,15,27.57
17,16,31.23
17,17,34.59
17,18,36.54
17,19,40.4
17,20,42.86
17,21,45.41
17,22,48.57
17,23,50.93
17,24,54.89
17,25,58.14
17,26,61
17,27,62.46
17,28,66.21
17,29,68.37
17,30,72.03
17,31,73.89
17,32,76.84
17,33,79
17,34,82.36
17,35,86.21
17,36,89.27
17,37,91.13
17,38,93.79
17,39,96.94
17,40,100.8
17,5,1
17,6,3.26
17,7,6.71
17,8,7.87
17,9,11.53
17,10,13.89
17,11,18.04
17,12,19.1
17,13,22.96
17,14,26.11
17,15,29.17
17,16,32.33
17,17,34.19
17,18,36.54
17,19,39.8
17,20,42.16
17,21,45.01
17,22,48.57
17,23,50.73
17,24,54.09
17,25,57.44
17,26,60.8
17,27,62.26
17,28,65.01
17,29,69.07
17,30,71.13
17,31,73.59
17,32,77.44
17,33,79.4
17,34,82.76
17,35,85.31
17,36,89.07
17,37,90.43
17,38,94.59
17,39,97.44
17,40,100.9
17,5,0.1
17,6,2.06
17,7,5.11
17,8,9.57
17,9,11.63
17,10,14.39
17,11,16.74
17,12,19.8
17,13,22.66
17,14,26.01
17,15,27.67
17,16,30.53
17,17,34.69
17,18,36.64
17,19,40.1
17,20,42.76
17,21,46.31
17,22,47.57
17,23,51.43
17,24,54.59
17,25,57.94
17,26,60.4
17,27,63.46
17,28,65.11
17,29,68.17
17,30,71.23
17,31,74.69
17,32,76.34
17,33,79.2
17,34,82.46
17,35,86.41
17,36,89.47
17,37,91.53
17,38,94.59
17,39,97.34
17,40,99
17,5,0.8
17,6,3.46
17,7,6.01
17,8,8.87
17,9,11.33
17,10,14.69
17,11,17.14
17,12,20.6
17,13,22.86
17,14,25.81
17,15,27.57
17,16,30.73
17,17,34.49
17,18,37.94
17,19,39.5
17,20,43.76
17,21,45.11
17,22,48.67
17,23,52.23
17,24,54.09
17,25,57.94
17,26,60.1
17,27,63.26
17,28,65.01
17,29,68.77
17,30,71.53
17,31,73.89
17,32,76.14
17,33,79.5
17,34,82.06
17,35,85.21
17,36,88.97
17,37,92.43
17,38,93.99
17,39,96.54
17,40,100.9
17,5,0.2
17,6,3.26
17,7,5.21
17,8,9.47
17,9,11.83
17,10,14.79
17,11,16.34
17,12,20.5
17,13,23.16
17,14,25.31
17,15,29.47
17,16,31.33
17,17,33.59
17,18,37.34
17,19,39.3
17,20,41.86
17,21,45.91
17,22,48.27
17,23,51.83
17,24,54.89
17,25,56.94
17,26,59.2
17,27,63.36
17,28,65.71
17,29,69.37
17,30,71.93
17,31,74.49
17,32,76.54
17,33,80.7
17,34,83.06
17,35,86.51
17,36,88.07
17,37,92.03
17,38,94.29
17,39,96.94
17,40,100.8
17,5,0
17,6,1.96
17,7,6.71
17,8,8.57
17,9,11.73
17,10,14.79
17,11,16.24
17,12,20.8
17,13,23.06
17,14,26.31
17,15,28.47
17,16,30.43
17,17,34.59
17,18,36.14
17,19,39.4
17,20,43.26
17,21,45.71
17,22,49.57
17,23,51.73
17,24,54.69
17,25,56.74
17,26,60.9
17,27,61.96
17,28,65.91
17,29,68.47
17,30,71.63
17,31,74.79
17,32,77.04
17,33,80.1
17,34,82.46
17,35,85.81
17,36,88.77
17,37,91.03
17,38,93.69
17,39,96.14
17,40,101
17,5,0.3
17,6,2.26
17,7,6.41
17,8,9.07
17,9,11.73
17,10,14.39
17,11,17.84
17,12,19.4
17,13,22.36
17,14,26.11
17,15,28.77
17,16,30.93
17,17,34.09
17,18,37.64
17,19,40.4
17,20,42.26
17,21,46.01
17,22,49.07
17,23,51.83
17,24,53.69
17,25,57.44
17,26,60.9
17,27,62.16
17,28,65.41
17,29,69.27
17,30,71.93
17,31,73.39
17,32,77.64
17,33,81
17,34,83.06
17,35,86.71
17,36,87.67
17,37,90.53
17,38,94.89
17,39,97.14
17,40,99.9
17,5,0.6
17,6,3.06
17,7,5.11
17,8,9.47
17,9,11.53
17,10,14.19
17,11,16.44
17,12,19.6
17,13,22.26
17,14,25.11
17,15,28.47
17,16,31.03
17,17,34.19
17,18,36.84
17,19,39.1
17,20,43.76
17,21,45.01
17,22,48.87
17,23,50.73
17,24,53.59
17,25,57.84
17,26,60.6
17,27,63.56
17,28,65.81
17,29,68.37
17,30,71.53
17,31,73.89
17,32,77.04
17,33,79.4
17,34,82.46
17,35,85.81
17,36,87.87
17,37,91.23
17,38,94.29
17,39,97.44
17,40,100.7
18,5,0.3
18,6,2.76
18,7,6.21
18,8,7.77
18,9,12.23
18,10,14.19
18,11,16.14
18,12,19.8
18,13,21.96
18,14,26.41
18,15,28.07
18,16,31.53
18,17,34.39
18,18,36.24
18,19,41
18,20,42.86
18,21,46.21
18,22,47.57
18,23,51.53
18,24,53.89
18,25,56.74
18,26,60.2
18,27,62.26
18,28,65.31
18,29,68.37
18,30,72.33
18,31,75.29
18,32,76.74
18,33,80.3
18,34,83.26
18,35,85.11
18,36,89.17
18,37,92.13
18,38,94.39
18,39,96.24
18,40,100.4
18,5,0.4
18,6,3.16
18,7,4.71
18,8,9.47
18,9,11.53
18,10,14.89
18,11,17.04
18,12,20.3
18,13,22.16
18,14,25.91
18,15,28.07
18,16,31.13
18,17,34.09
18,18,36.14
18,19,39.7
18,20,42.56
18,21,45.21
18,22,48.47
18,23,50.43
18,24,53.69
18,25,57.44
18,26,59.8
18,27,62.26
18,28,65.71
18,29,68.17
18,30,70.43
18,31,73.29
18,32,78.14
18,33,80.8
18,34,83.06
18,35,86.21
18,36,88.07
18,37,91.83
18,38,94.49
18,39,96.84
18,40,100.9
18,5,0.6
18,6,2.56
18,7,5.81
18,8,9.27
18,9,11.43
18,10,13.29
18,11,17.14
18,12,19.2
18,13,22.56
18,14,26.31
18,15,28.87
18,16,31.43
18,17,33.29
18,18,36.74
18,19,40.9
18,20,42.96
18,21,46.31
18,22,48.97
18,23,51.03
18,24,54.89
18,25,57.14
18,26,59.8
18,27,62.96
18,28,64.81
18,29,69.57
18,30,72.13
18,31,74.29
18,32,76.14
18,33,79.8
18,34,83.76
18,35,85.81
18,36,89.57
18,37,90.63
18,38,94.59
18,39,96.84
18,40,100.7
18,5,0.1
18,6,3.86
18,7,5.91
18,8,8.57
18,9,12.03
18,10,14.99
18,11,18.04
18,12,20.1
18,13,22.16
18,14,26.61
18,15,28.37
18,16,30.73
18,17,34.89
18,18,37.34
18,19,40
18,20,41.86
18,21,46.11
18,22,49.47
18,23,50.63
18,24,54.19
18,25,57.14
18,26,60.4
18,27,61.86
18,28,65.51
18,29,69.37
18,30,71.93
18,31,74.29
18,32,76.84
18,33,79.2
18,34,82.46
18,35,85.11
18,36,88.57
18,37,90.83
18,38,93.79
18,39,97.94
18,40,100.9
18,5,0.3
18,6,2.86
18,7,6.61
18,8,8.17
18,9,11.43
18,10,15.19
18,11,17.64
18,12,20.9
18,13,22.66
18,14,25.11
18,15,28.67
18,16,31.23
18,17,34.89
18,18,37.04
18,19,39
18,20,41.86
18,21,46.11
18,22,48.07
18,23,52.23
18,24,54.79
18,25,57.14
18,26,60.6
18,27,62.76
18,28,66.11
18,29,68.57
18,30,72.33
18,31,74.79
18,32,76.94
18,33,81
18,34,82.56
18,35,85.81
18,36,88.07
18,37,91.43
18,38,94.09
18,39,96.44
18,40,99.8
18,5,0.4
18,6,2.76
18,7,5.61
18,8,8.37
18,9,11.83
18,10,14.19
18,11,17.14
18,12,20.7
18,13,23.26
18,14,25.61
18,15,29.07
18,16,31.33
18,17,35.19
18,18,37.24
18,19,40
18,20,42.46
18,21,46.01
18,22,48.87
18,23,51.53
18,24,55.19
18,25,57.64
18,26,59.3
18,27,62.66
18,28,66.41
18,29,67.67
18,30,70.63
18,31,73.39
18,32,77.74
18,33,80.1
18,34,83.36
18,35,85.71
18,36,88.47
18,37,92.43
18,38,94.59
18,39,96.54
18,40,99.3
18,5,0.6
18,6,3.56
18,7,6.01
18,8,8.87
18,9,12.13
18,10,13.69
18,11,16.84
18,12,19.9
18,13,22.16
18,14,26.31
18,15,28.07
18,16,30.43
18,17,33.49
18,18,36.64
18,19,39
18,20,42.96
18,21,45.71
18,22,48.37
18,23,52.03
18,24,54.49
18,25,57.84
18,26,59.4
18,27,63.16
18,28,66.41
18,29,69.47
18,30,70.43
18,31,73.29
18,32,76.44
18,33,79.3
18,34,82.36
18,35,85.51
18,36,88.67
18,37,91.83
18,38,94.09
18,39,96.24
18,40,99.8
18,5,1
18,6,3.56
18,7,5.61
18,8,7.67
18,9,10.43
18,10,14.79
18,11,16.34
18,12,19.8
18,13,22.66
18,14,26.51
18,15,28.17
18,16,31.33
18,17,34.99
18,18,37.44
18,19,39.9
18,20,42.16
18,21,44.91
18,22,49.27
18,23,51.13
18,24,54.19
18,25,57.74
18,26,59
18,27,63.76
18,28,66.41
18,29,68.07
18,30,71.63
18,31,73.89
18,32,77.54
18,33,79.1
18,34,83.06
18,35,85.81
18,36,88.57
18,37,91.53
18,38,93.29
18,39,97.34
18,40,99.1
18,5,0.5
18,6,2.76
18,7,5.41
18,8,8.07
18,9,11.23
18,10,14.79
18,11,18.14
18,12,20.8
18,13,22.26
18,14,26.11
18,15,29.07
18,16,30.63
18,17,34.99
18,18,36.44
18,19,39.6
18,20,42.86
18,21,46.31
18,22,48.87
18,23,51.53
18,24,54.19
18,25,57.44
18,26,59.7
18,27,62.56
18,28,66.71
18,29,68.37
18,30,70.53
18,31,74.49
18,32,76.64
18,33,79.5
18,34,81.96
18,35,86.01
18,36,87.87
18,37,91.93
18,38,94.09
18,39,96.84
18,40,101
18,5,1
18,6,2.36
18,7,4.81
18,8,8.97
18,9,12.03
18,10,14.29
18,11,17.04
18,12,20.8
18,13,22.36
18,14,26.41
18,15,29.07
18,16,30.73
18,17,33.99
18,18,37.84
18,19,39.2
18,20,42.26
18,21,46.51
18,22,48.17
18,23,51.83
18,24,54.09
18,25,58.04
18,26,60.5
18,27,63.16
18,28,65.01
18,29,67.57
18,30,71.13
18,31,73.69
18,32,76.94
18,33,79.6
18,34,81.86
18,35,85.51
18,36,88.77
18,37,91.93
18,38,93.69
18,39,96.84
18,40,100.1
19,5,1
19,6,2.76
19,7,5.81
19,8,7.87
19,9,11.13
19,10,14.39
19,11,16.34
19,12,20.9
19,13,22.56
19,14,25.71
19,15,28.07
19,16,31.93
19,17,33.89
19,18,36.44
19,19,39.6
19,20,42.06
19,21,46.61
19,22,49.57
19,23,52.33
19,24,54.19
19,25,57.94
19,26,59.8
19,27,61.86
19,28,64.91
19,29,68.87
19,30,71.13
19,31,75.19
19,32,76.94
19,33,80
19,34,83.16
19,35,85.91
19,36,88.27
19,37,91.53
19,38,95.09
19,39,96.24
19,40,100.7
19,5,0.3
19,6,2.06
19,7,6.71
19,8,8.37
19,9,11.43
19,10,13.99
19,11,16.34
19,12,19.6
19,13,23.16
19,14,26.21
19,15,28.67
19,16,31.33
19,17,33.99
19,18,36.64
19,19,40.2
19,20,43.76
19,21,45.41
19,22,48.17
19,23,52.03
19,24,54.09
19,25,57.64
19,26,60.6
19,27,63.26
19,28,66.11
19,29,68.47
19,30,70.53
19,31,74.79
19,32,77.34
19,33,79.2
19,34,81.86
19,35,85.11
19,36,89.47
19,37,92.13
19,38,94.39
19,39,97.34
19,40,101
19,5,0.4
19,6,1.86
19,7,5.31
19,8,8.57
19,9,11.93
19,10,14.69
19,11,18.14
19,12,19.4
19,13,21.86
19,14,25.81
19,15,28.77
19,16,30.93
19,17,33.29
19,18,36.44
19,19,41
19,20,43.06
19,21,45.41
19,22,49.57
19,23,51.43
19,24,54.29
19,25,57.14
19,26,59.8
19,27,63.16
19,28,65.51
19,29,68.07
19,30,70.83
19,31,74.29
19,32,76.54
19,33,79.3
19,34,81.86
19,35,86.41
19,36,88.77
19,37,92.23
19,38,93.99
19,39,96.74
19,40,99.8
19,5,0.1
19,6,2.56
19,7,6.51
19,8,8.17
19,9,10.43
19,10,13.39
19,11,17.44
19,12,20.7
19,13,23.56
19,14,24.91
19,15,27.57
19,16,30.73
19,17,33.89
19,18,37.54
19,19,40.8
19,20,43.06
19,21,45.71
19,22,48.77
19,23,52.03
19,24,53.49
19,25,57.24
19,26,60.6
19,27,63.56
19,28,65.81
19,29,69.37
19,30,71.23
19,31,74.39
19,32,76.64
19,33,80.3
19,34,82.66
19,35,85.91
19,36,88.37
19,37,91.53
19,38,94.79
19,39,97.24
19,40,100.2
19,5,0.9
19,6,3.36
19,7,4.71
19,8,7.77
19,9,11.13
19,10,13.79
19,11,17.54
19,12,20.5
19,13,22.26
19,14,25.01
19,15,28.07
19,16,31.13
19,17,33.29
19,18,37.34
19,19,40.6
19,20,42.76
19,21,44.91
19,22,49.27
19,23,51.63
19,24,53.69
19,25,57.64
19,26,60.3
19,27,62.06
19,28,65.01
19,29,68.47
19,30,71.73
19,31,73.79
19,32,76.54
19,33,79.3
19,34,82.96
19,35,84.81
19,36,87.57
19,37,92.13
19,38,93.89
19,39,96.94
19,40,100.8
19,5,0.4
19,6,3.36
19,7,5.31
19,8,8.17
19,9,12.13
19,10,13.99
19,11,17.14
19,12,20.8
19,13,23.76
19,14,25.21
19,15,29.07
19,16,30.63
19,17,33.99
19,18,36.64
19,19,40.9
19,20,42.86
19,21,46.21
19,22,48.77
19,23,52.13
19,24,54.49
19,25,58.04
19,26,60.3
19,27,63.26
19,28,64.71
19,29,69.37
19,30,71.13
19,31,73.49
19,32,77.74
19,33,81
19,34,82.86
19,35,84.81
19,36,88.07
19,37,92.43
19,38,94.59
19,39,97.54
19,40,99.2
19,5,0.5
19,6,2.06
19,7,4.81
19,8,7.67
19,9,10.93
19,10,14.29
19,11,17.84
19,12,19.9
19,13,23.46
19,14,26.71
19,15,29.27
19,16,31.73
19,17,34.79
19,18,37.04
19,19,39.8
19,20,43.76
19,21,44.91
19,22,47.77
19,23,51.83
19,24,54.59
19,25,56.64
19,26,60.5
19,27,62.76
19,28,65.21
19,29,67.57
19,30,72.43
19,31,74.09
19,32,77.44
19,33,79.5
19,34,83.66
19,35,85.11
19,36,89.47
19,37,92.43
19,38,94.79
19,39,96.94
19,40,99.6
19,5,0.5
19,6,2.46
19,7,5.81
19,8,9.07
19,9,11.83
19,10,14.09
19,11,16.74
19,12,20.5
19,13,21.96
19,14,26.31
19,15,28.97
19,16,30.83
19,17,34.09
19,18,36.54
19,19,40.3
19,20,43.46
19,21,46.11
19,22,47.77
19,23,50.93
19,24,53.89
19,25,57.14
19,26,59.6
19,27,63.66
19,28,65.91
19,29,68.27
19,30,72.03
19,31,74.99
19,32,77.04
19,33,80.2
19,34,82.16
19,35,86.41
19,36,89.17
19,37,91.83
19,38,94.99
19,39,96.74
19,40,101
19,5,0.2
19,6,3.36
19,7,5.21
19,8,9.07
19,9,10.93
19,10,15.09
19,11,17.64
19,12,21
19,13,22.66
19,14,26.31
19,15,28.77
19,16,30.63
19,17,34.09
19,18,37.94
19,19,40.1
19,20,42.96
19,21,44.71
19,22,48.77
19,23,50.53
19,24,55.29
19,25,57.64
19,26,59.5
19,27,62.66
19,28,65.01
19,29,67.97
19,30,71.03
19,31,74.59
19,32,77.74
19,33,80.8
19,34,83.26
19,35,86.61
19,36,89.57
19,37,91.73
19,38,94.99
19,39,97.84
19,40,100.6
19,5,0.4
19,6,2.66
19,7,5.41
19,8,8.17
19,9,10.63
19,10,14.49
19,11,16.74
19,12,20.2
19,13,22.86
19,14,26.21
19,15,27.87
19,16,31.33
19,17,33.39
19,18,37.14
19,19,39.6
19,20,42.16
19,21,45.81
19,22,48.57
19,23,51.63
19,24,54.89
19,25,56.24
19,26,60.1
19,27,63.06
19,28,64.91
19,29,69.07
19,30,70.73
19,31,73.39
19,32,76.94
19,33,80.4
19,34,83.76
19,35,86.71
19,36,88.47
19,37,91.73
19,38,93.79
19,39,97.34
19,40,100.3
20,5,0.5
20,6,2.56
20,7,6.21
20,8,9.27
20,9,12.03
20,10,14.09
20,11,18.14
20,12,19.9
20,13,22.86
20,14,26.21
20,15,27.97
20,16,31.33
20,17,34.99
20,18,37.54
20,19,40.8
20,20,42.16
20,21,46.01
20,22,48.97
20,23,52.03
20,24,53.99
20,25,56.64
20,26,60.4
20,27,61.96
20,28,65.11
20,29,67.77
20,30,72.23
20,31,73.29
20,32,76.64
20,33,80.2
20,34,82.06
20,35,85.91
20,36,87.77
20,37,91.13
20,38,94.69
20,39,97.04
20,40,101
20,5,0.4
20,6,2.36
20,7,5.31
20,8,7.77
20,9,10.43
20,10,13.59
20,11,16.14
20,12,20
20,13,22.26
20,14,26.61
20,15,29.57
20,16,32.23
20,17,34.89
20,18,37.24
20,19,39.9
20,20,42.76
20,21,45.31
20,22,48.67
20,23,50.63
20,24,54.29
20,25,56.34
20,26,59.2
20,27,62.56
20,28,66.21
20,29,68.87
20,30,70.83
20,31,73.69
20,32,76.64
20,33,79.1
20,34,83.56
20,35,84.71
20,36,89.27
20,37,91.53
20,38,95.09
20,39,96.14
20,40,99.6
20,5,0.3
20,6,3.36
20,7,6.31
20,8,7.97
20,9,10.83
20,10,14.09
20,11,16.94
20,12,20.2
20,13,23.16
20,14,25.01
20,15,28.47
20,16,31.83
20,17,34.69
20,18,36.24
20,19,40.1
20,20,43.36
20,21,46.41
20,22,47.77
20,23,52.23
20,24,53.89
20,25,56.64
20,26,59.8
20,27,63.56
20,28,65.21
20,29,67.57
20,30,71.53
20,31,74.99
20,32,77.24
20,33,79.8
20,34,82.56
20,35,84.81
20,36,87.97
20,37,92.33
20,38,93.79
20,39,96.54
20,40,99.7
20,5,0.2
20,6,3.46
20,7,4.91
20,8,8.57
20,9,11.23
20,10,13.29
20,11,16.44
20,12,19.4
20,13,22.16
20,14,25.21
20,15,28.87
20,16,30.43
20,17,34.69
20,18,37.94
20,19,39.6
20,20,43.16
20,21,46.21
20,22,47.57
20,23,52.33
20,24,53.59
20,25,56.74
20,26,60.6
20,27,63.66
20,28,64.71
20,29,68.27
20,30,71.73
20,31,74.19
20,32,76.64
20,33,80.1
20,34,82.86
20,35,85.71
20,36,89.07
20,37,90.43
20,38,93.69
20,39,96.84
20,40,99.6
20,5,0.5
20,6,3.76
20,7,5.81
20,8,8.77
20,9,10.83
20,10,13.99
20,11,17.94
20,12,19.5
20,13,22.76
20,14,25.91
20,15,28.17
20,16,32.23
20,17,35.19
20,18,37.04
20,19,40.7
20,20,43.56
20,21,45.21
20,22,47.97
20,23,51.13
20,24,54.79
20,25,56.44
20,26,60.3
20,27,63.56
20,28,65.11
20,29,68.37
20,30,70.63
20,31,73.49
20,32,77.04
20,33,80
20,34,82.16
20,35,85.91
20,36,89.37
20,37,92.33
20,38,94.69
20,39,97.44
20,40,99.5
20,5,0.8
20,6,2.16
20,7,4.91
20,8,7.77
20,9,10.63
20,10,15.29
20,11,16.64
20,12,19.1
20,13,22.76
20,14,26.71
20,15,29.57
20,16,31.23
20,17,34.89
20,18,37.24
20,19,40.5
